Id,SalePrice
1461,126622.97
1462,157594.28
1463,179096.08
1464,191540.4
1465,197926.8
1466,176472.9
1467,172002.62
1468,166855.56
1469,178724.23
1470,126134.47
1471,200567.95
1472,96630.21
1473,96821.51
1474,155856.58
1475,132310.67
1476,380750.9
1477,258308.86
1478,297069.06
1479,274660.6
1480,493559.3
1481,315892.4
1482,209905.06
1483,170336.42
1484,170774.58
1485,173781.0
1486,193290.22
1487,342374.56
1488,240714.16
1489,206373.45
1490,213182.16
1491,190483.52
1492,91132.14
1493,183610.31
1494,295759.28
1495,290048.66
1496,231436.52
1497,185137.14
1498,160589.8
1499,159420.38
1500,149511.34
1501,178943.4
1502,160227.83
1503,302984.84
1504,238551.86
1505,219122.72
1506,188340.56
1507,233713.9
1508,202672.3
1509,164837.58
1510,146295.16
1511,143503.89
1512,172651.23
1513,147284.47
1514,164626.7
1515,186861.48
1516,160489.67
1517,156440.98
1518,131873.44
1519,222610.62
1520,135775.47
1521,138625.69
1522,166964.94
1523,109724.41
1524,124131.17
1525,124898.35
1526,120432.12
1527,101911.53
1528,129892.7
1529,146536.52
1530,173479.84
1531,108106.77
1532,104499.7
1533,149512.55
1534,119175.92
1535,154765.12
1536,113646.74
1537,66784.73
1538,174191.55
1539,221423.8
1540,100140.79
1541,146053.77
1542,139433.39
1543,230186.8
1544,81427.15
1545,106547.23
1546,125806.06
1547,138480.58
1548,137644.03
1549,113425.78
1550,140469.95
1551,113420.23
1552,130185.79
1553,152665.9
1554,111304.31
1555,171096.23
1556,85402.03
1557,111674.76
1558,93932.92
1559,87167.02
1560,138238.69
1561,139995.56
1562,128108.36
1563,121252.18
1564,161980.34
1565,146815.7
1566,234210.69
1567,68361.52
1568,232387.64
1569,149756.84
1570,134468.84
1571,129228.91
1572,153214.72
1573,249357.38
1574,117459.13
1575,218049.8
1576,224553.38
1577,196987.2
1578,150573.97
1579,145152.03
1580,192140.94
1581,151659.48
1582,128900.5
1583,322274.75
1584,232100.0
1585,142631.98
1586,70825.22
1587,96689.66
1588,149646.66
1589,93096.0
1590,134474.14
1591,98092.9
1592,121643.59
1593,127442.14
1594,140472.67
1595,111682.01
1596,235689.55
1597,182133.78
1598,199224.52
1599,198772.6
1600,187195.73
1601,75784.1
1602,113979.68
1603,88040.97
1604,283535.94
1605,245735.73
1606,166502.33
1607,174543.69
1608,207937.8
1609,194576.34
1610,155623.45
1611,138373.1
1612,164944.2
1613,157061.88
1614,125225.56
1615,87795.05
1616,71390.03
1617,89751.91
1618,125411.9
1619,137007.08
1620,156412.98
1621,130426.21
1622,142158.22
1623,283655.12
1624,213941.66
1625,125398.4
1626,167775.55
1627,187440.28
1628,279056.3
1629,178882.77
1630,372831.25
1631,221610.16
1632,246443.56
1633,168695.58
1634,182342.69
1635,181590.81
1636,152260.9
1637,177272.73
1638,203506.06
1639,180820.7
1640,257869.64
1641,180464.0
1642,222069.06
1643,227023.3
1644,229290.98
1645,187824.42
1646,153384.2
1647,161377.27
1648,132473.55
1649,137243.77
1650,113799.02
1651,123458.21
1652,97093.31
1653,97906.52
1654,152798.42
1655,152943.81
1656,148370.73
1657,150122.95
1658,150832.98
1659,138506.12
1660,150986.98
1661,465687.8
1662,395976.3
1663,388172.4
1664,477780.0
1665,318476.66
1666,332200.0
1667,379955.44
1668,337906.75
1669,298025.1
1670,346533.72
1671,257280.05
1672,495953.8
1673,302445.62
1674,250579.27
1675,183915.22
1676,186300.8
1677,211934.73
1678,471060.84
1679,406288.1
1680,329401.6
1681,263273.5
1682,298435.34
1683,178909.23
1684,171843.92
1685,172197.88
1686,171663.81
1687,165846.66
1688,185549.38
1689,189337.52
1690,187296.12
1691,175027.6
1692,271724.38
1693,166014.05
1694,181051.28
1695,167333.19
1696,269833.3
1697,173553.2
1698,361416.44
1699,331197.22
1700,246500.7
1701,263046.06
1702,259874.0
1703,254314.64
1704,299566.34
1705,232977.19
1706,453799.44
1707,221427.05
1708,206293.44
1709,283057.97
1710,229220.5
1711,259196.78
1712,259432.05
1713,258519.56
1714,221201.5
1715,203787.92
1716,187170.98
1717,170790.69
1718,133800.44
1719,200602.86
1720,250194.16
1721,167622.89
1722,128740.44
1723,153954.5
1724,214863.05
1725,237569.3
1726,188481.02
1727,163088.12
1728,184667.19
1729,164384.7
1730,167164.16
1731,121355.42
1732,130212.35
1733,121102.14
1734,124465.45
1735,134527.98
1736,117361.86
1737,363092.44
1738,209963.92
1739,283456.38
1740,216689.69
1741,188406.23
1742,172415.95
1743,171503.4
1744,312420.7
1745,220897.69
1746,223655.34
1747,222009.06
1748,220310.36
1749,151356.2
1750,132384.86
1751,236873.8
1752,122204.61
1753,141314.73
1754,204950.2
1755,168610.44
1756,126929.89
1757,122197.16
1758,144773.81
1759,161664.75
1760,162606.73
1761,137062.45
1762,170631.9
1763,175414.34
1764,117650.26
1765,168639.12
1766,177296.6
1767,210471.08
1768,145214.05
1769,173072.19
1770,143827.27
1771,130231.51
1772,136062.77
1773,132075.6
1774,124131.44
1775,135951.06
1776,120790.64
1777,116083.66
1778,137191.88
1779,116816.72
1780,178945.5
1781,135267.11
1782,95036.93
1783,134970.45
1784,97893.66
1785,121871.63
1786,144832.19
1787,169017.14
1788,54265.0
1789,99015.73
1790,83068.24
1791,190934.31
1792,151974.4
1793,133802.55
1794,143528.8
1795,132822.83
1796,125087.43
1797,118423.26
1798,124725.03
1799,116616.19
1800,124867.53
1801,128510.81
1802,142295.12
1803,151368.48
1804,142201.77
1805,135277.66
1806,117257.06
1807,137985.45
1808,122552.39
1809,119657.46
1810,146233.73
1811,105783.64
1812,103511.49
1813,122081.8
1814,95219.4
1815,53799.375
1816,95651.24
1817,115160.07
1818,147167.17
1819,119583.27
1820,56016.77
1821,115097.57
1822,149973.61
1823,40636.402
1824,142961.94
1825,132033.6
1826,105118.62
1827,105739.14
1828,137591.06
1829,115623.04
1830,145290.38
1831,166934.23
1832,87520.15
1833,142962.16
1834,123011.19
1835,151965.62
1836,128345.83
1837,90616.1
1838,125744.42
1839,88793.04
1840,153421.42
1841,144353.58
1842,78459.87
1843,133859.53
1844,135912.62
1845,135575.11
1846,154810.64
1847,158534.8
1848,52310.855
1849,117065.0
1850,122805.74
1851,159077.4
1852,130533.19
1853,133682.69
1854,171171.52
1855,143707.2
1856,218688.42
1857,159193.48
1858,131177.44
1859,121028.28
1860,145574.23
1861,121145.1
1862,308136.88
1863,303607.6
1864,303621.47
1865,321693.16
1866,323957.12
1867,244288.94
1868,306989.06
1869,202783.73
1870,249286.58
1871,248036.84
1872,171043.31
1873,230636.28
1874,146376.27
1875,209415.6
1876,194682.19
1877,213654.9
1878,203688.1
1879,136674.22
1880,136938.45
1881,239100.28
1882,256946.23
1883,194779.4
1884,211309.23
1885,258085.94
1886,301845.66
1887,203990.72
1888,285491.62
1889,164882.95
1890,132673.84
1891,139214.95
1892,108508.67
1893,135982.64
1894,127739.07
1895,137529.7
1896,127284.26
1897,112009.76
