Id,SalePrice
1461,138433.33333333334
1462,168800.0
1463,179833.33333333334
1464,181166.66666666666
1465,150466.66666666666
1466,197258.33333333334
1467,136333.33333333334
1468,152163.33333333334
1469,184000.0
1470,132166.66666666666
1471,239833.33333333334
1472,100666.66666666667
1473,85966.66666666667
1474,150666.66666666666
1475,123633.33333333333
1476,264839.6666666667
1477,208426.66666666666
1478,262104.33333333334
1479,308766.6666666667
1480,319466.6666666667
1481,285833.3333333333
1482,197638.33333333334
1483,162933.33333333334
1484,170698.33333333334
1485,160000.0
1486,193066.66666666666
1487,183966.66666666666
1488,214363.33333333334
1489,176972.33333333334
1490,212333.33333333334
1491,195166.66666666666
1492,126000.0
1493,171566.66666666666
1494,230500.0
1495,306333.3333333333
1496,288633.3333333333
1497,130168.0
1498,158577.66666666666
1499,135000.0
1500,160000.0
1501,173666.66666666666
1502,105300.0
1503,248466.66666666666
1504,205966.66666666666
1505,270666.6666666667
1506,186466.66666666666
1507,253666.66666666666
1508,165000.0
1509,168733.33333333334
1510,158933.33333333334
1511,159800.0
1512,223266.66666666666
1513,153500.0
1514,233800.0
1515,252166.66666666666
1516,148388.33333333334
1517,189666.66666666666
1518,186200.0
1519,185500.0
1520,122166.66666666667
1521,142833.33333333334
1522,161966.66666666666
1523,133163.33333333334
1524,97250.0
1525,118916.66666666667
1526,159500.0
1527,127666.66666666667
1528,134666.66666666666
1529,142500.0
1530,166833.33333333334
1531,149144.66666666666
1532,143966.66666666666
1533,155166.66666666666
1534,133833.33333333334
1535,210033.33333333334
1536,114133.33333333333
1537,126516.66666666667
1538,147666.66666666666
1539,159166.66666666666
1540,137333.33333333334
1541,133166.66666666666
1542,128833.33333333333
1543,186700.0
1544,80000.0
1545,126333.33333333333
1546,126166.66666666667
1547,120700.0
1548,127833.33333333333
1549,128633.33333333333
1550,131983.33333333334
1551,140833.33333333334
1552,169666.66666666666
1553,173295.66666666666
1554,145666.66666666666
1555,272474.0
1556,140000.0
1557,157500.0
1558,123833.33333333333
1559,138666.66666666666
1560,119700.0
1561,213266.66666666666
1562,127833.33333333333
1563,123300.0
1564,190166.66666666666
1565,147166.66666666666
1566,259666.66666666666
1567,100516.66666666667
1568,217888.33333333334
1569,165000.0
1570,154500.0
1571,103666.66666666667
1572,148666.66666666666
1573,209166.66666666666
1574,173347.0
1575,183166.66666666666
1576,203000.0
1577,186150.0
1578,169833.33333333334
1579,134500.0
1580,177000.0
1581,149100.0
1582,122166.66666666667
1583,350364.0
1584,233000.0
1585,142833.33333333334
1586,89833.33333333333
1587,94664.33333333333
1588,154833.33333333334
1589,126666.66666666667
1590,116166.66666666667
1591,111583.33333333333
1592,115460.0
1593,123166.66666666667
1594,167151.0
1595,134666.66666666666
1596,173833.33333333334
1597,256576.66666666666
1598,182000.0
1599,134633.33333333334
1600,178900.33333333334
1601,105833.33333333333
1602,118466.66666666667
1603,96000.0
1604,262046.33333333334
1605,269500.0
1606,160833.33333333334
1607,258131.0
1608,213893.33333333334
1609,121666.66666666667
1610,156500.0
1611,183928.33333333334
1612,198963.33333333334
1613,213893.33333333334
1614,126333.33333333333
1615,102666.66666666667
1616,92833.33333333333
1617,96500.0
1618,121166.66666666667
1619,129750.0
1620,143500.0
1621,132000.0
1622,127333.33333333333
1623,223333.33333333334
